YEAR,MONTH,NAME,AVRG ELEVATION,MIN ELEVATION,MAX ELEVATION,PRECIPITATION RATE,SOIL MOISTURE,WIND SPEED,SURFACE TEMPERATURE,DEEP SOIL TEMPERATURE,Flood Risk,Landslide Risk,Storm Risk,Disaster Susceptibility Index
2025,1,0.0625,0.0665658093797276,0.0418604651162789,0.4040852575488454,0.0805730808551686,0.4978903312102904,0.1596870634522026,0.3402732476638863,0.4067202517447563,0.1068851012344045,0.2681962358445344,0.0133355191666815,0.3411395543558937
2025,1,0.125,0.8366111951588504,0.1162790697674418,1.0,0.0760262778374604,0.4948117885795584,0.1827334552798219,0.1631901898444747,0.1725229271436548,0.0625548902240716,0.3730782443856066,-0.020397892021613,0.3652524829357719
2025,1,0.1875,0.4947049924357035,0.2418604651162789,0.7939609236234458,0.0806370520983173,0.4913535682326702,0.1590796472010285,0.3341502569980307,0.4485324349075179,0.0633603406659515,0.3602446715679405,-0.0284775761332699,0.3548853303322121
2025,1,0.25,1.0,1.0,0.8188277087033747,0.0734970411674483,0.4926530288349416,0.1979715081066597,0.1436462363033989,0.1404048234171112,0.048465477856782,0.3979259856841392,-0.0274915316677814,0.369451982118634
2025,1,0.3125,0.0892586989409984,0.0372093023255812,0.2468916518650089,0.0850889757353345,0.7194138500332633,0.1336038227905248,0.3966632955050728,0.4733664100211301,0.1616012163089983,0.353875869523005,-0.0092903071583041,0.4105288770333233
2025,1,0.375,0.0922844175491679,0.0325581395348836,0.6465364120781524,0.080357074064186,0.6063558138503128,0.1648835313879294,0.3064614429944468,0.3615696209004165,0.1435288434269621,0.2967846740642665,0.0195398044206214,0.379560167659571
2025,1,0.4375,0.010590015128593,0.0325581395348836,0.0,0.0805372326927109,0.4939666910737191,0.1697331011171983,0.3564223967151417,0.4219063380150507,0.1080614195433124,0.2588504477586577,0.0197109293988049,0.3389153670528844
2025,1,0.5,0.314674735249622,0.0976744186046511,0.7149200710479573,0.0812558478600327,0.4940985086598038,0.1549576037932788,0.343492206698044,0.4086299269038845,0.0805659768773832,0.3172672393866522,-0.0138061189892496,0.3448487340599767
2025,1,0.5625,0.0151285930408472,0.0465116279069767,0.0284191829484902,0.0835173273345333,0.7243681984972684,0.1446074694154707,0.4421510513101421,0.5238977389207866,0.1607743209168807,0.3501709241418672,-0.0070448835995648,0.4088537474060872
2025,1,0.625,0.0136157337367623,0.0,0.0772646536412078,0.0879239339536794,0.7222718980484714,0.1337540216736535,0.4407980587135485,0.5237130078945904,0.1623299578796272,0.3505244979269157,-0.0096423962608207,0.4088126603580549
2025,1,0.6875,0.1633888048411497,0.0651162790697673,0.4165186500888101,0.0843657752530382,0.7274975639922827,0.1448047480726729,0.3792404895358302,0.4540510487252222,0.159808600907619,0.3670469724868707,-0.0089553465863004,0.4174062894316681
2025,1,0.75,0.0907715582450832,0.0511627906976743,0.2353463587921847,0.0891298829333964,0.7301611931746629,0.1253976940288916,0.4138291962169029,0.4957362403863483,0.1628573160578685,0.3630888825587041,-0.0149449525763133,0.4142458450807845
2025,1,0.8125,0.0347957639939485,0.0976744186046511,0.1172291296625222,0.0815945962645048,0.5382157553628721,0.1672040747728852,0.2214124197216621,0.2691285188855086,0.1463405047709362,0.2467279620641045,0.0435979484447782,0.3616899031827376
2025,1,0.875,0.0484114977307109,0.0418604651162789,0.285968028419183,0.0814552182859964,0.4945882673034152,0.1860032499297061,0.3356282924265303,0.3938721663019791,0.1089917592470459,0.2612697784833615,0.0268710571993042,0.3437436598643539
2025,1,0.9375,0.29803328290469,0.1069767441860464,0.7371225577264654,0.0811832095608035,0.4839541769916965,0.1585768888777793,0.3400529885688179,0.4064958461933914,0.0798456109175977,0.3104470417853663,-0.0100282075848798,0.3420399900568147
2025,1,1.0,0.0,0.055813953488372,0.0017761989342806,0.0819671265129668,0.7230479039123471,0.165177276537272,0.4370951925267748,0.5088858303118065,0.1622821832735358,0.3432816751899554,0.0032420100634438,0.4098363232240097
2025,2,0.0625,0.0665658093797276,0.0418604651162789,0.4040852575488454,-0.0080443443455528,0.2473527826238367,0.2090796234371941,0.4835279601823954,0.4425466718891392,-0.0323740759255219,0.1736150277372585,-0.02214362690324,0.1984595114710557
2025,2,0.125,0.8366111951588504,0.1162790697674418,1.0,-0.0079775876870514,0.2568396467086941,0.2433905582917889,0.3134556454279609,0.2172771387545179,-0.0724913896636895,0.2854362844891664,-0.051389301590877,0.2306638384073666
2025,2,0.1875,0.4947049924357035,0.2418604651162789,0.7939609236234458,-0.0062033968990765,0.2556202416485716,0.200432841368295,0.534073547865613,0.502126657169929,-0.082080495081752,0.274191383345975,-0.0779730913390979,0.2082018025760538
2025,2,0.25,1.0,1.0,0.8188277087033747,-0.0089002392196436,0.255414493253272,0.2705619542301258,0.2996002333546114,0.1885880559531845,-0.0868557943827981,0.3116718874007254,-0.054365336744765,0.2372132882849057
2025,2,0.3125,0.0892586989409984,0.0372093023255812,0.2468916518650089,-0.0036301700466331,0.4818973546572452,0.1803516892419298,0.5408789499265234,0.5148205291135723,0.0260154784991157,0.2642960009940978,-0.0460500351966225,0.272167098069019
2025,2,0.375,0.0922844175491679,0.0325581395348836,0.6465364120781524,-0.0076349501351923,0.3608168369253342,0.2189444687449675,0.455532809693642,0.4039925786709062,0.0048560673298781,0.2052099652810573,-0.0150477012362158,0.2393055268238946
2025,2,0.4375,0.010590015128593,0.0325581395348836,0.0,-0.0086997540294697,0.2626832557453867,0.2362518456935062,0.4889274566788191,0.4644951590309414,-0.0235194177367949,0.171212085346682,-0.0069536807800615,0.2079161467653112
2025,2,0.5,0.314674735249622,0.0976744186046511,0.7149200710479573,-0.0054349239183973,0.2498160462131545,0.1989043834861837,0.4980616966827412,0.4456868663585887,-0.058308968564923,0.2253866570100693,-0.0531485366425561,0.2023641165615256
2025,2,0.5625,0.0151285930408472,0.0465116279069767,0.0284191829484902,-0.0081454215318306,0.4821017866821786,0.1963341572990075,0.589745749531254,0.5803461317214498,0.0219103581815858,0.2612818544975637,-0.0433719727502817,0.2693530852668492
2025,2,0.625,0.0136157337367623,0.0,0.0772646536412078,-0.0072172845687213,0.4845189887532837,0.1830183146800614,0.5949476131369555,0.5809900628912903,0.0221176867974292,0.2621116705809792,-0.0493089554996591,0.2675163511437383
2025,2,0.6875,0.1633888048411497,0.0651162790697673,0.4165186500888101,-0.0035566531547892,0.4760307564155751,0.1921838941046462,0.5066378999089832,0.5022805001370025,0.0237201051968452,0.2748760919738662,-0.0418598987704898,0.2788475478112689
2025,2,0.75,0.0907715582450832,0.0511627906976743,0.2353463587921847,0.0020249167090534,0.4873779624088325,0.1733058225858738,0.5376327987548006,0.5482604561870457,0.0304196398308026,0.2746272666217915,-0.0466739115284029,0.2802451099640772
2025,2,0.8125,0.0347957639939485,0.0976744186046511,0.1172291296625222,-0.0087638094428268,0.2666044504537989,0.2161137536378693,0.3784643179595104,0.2862588278607444,-0.0026966286322879,0.1415631106742302,0.0046439186310027,0.2062901481842844
2025,2,0.875,0.0484114977307109,0.0418604651162789,0.285968028419183,-0.0084492878990802,0.2472580497710983,0.2451363018706692,0.4726825845394399,0.4282607218588015,-0.0285799669092616,0.1669770724795079,-0.0038579323024154,0.2040602284812393
